target,R2,MAE,RMSE
distillate_ethanol_x,0.999758319521331,0.00012835655306853754,0.00015052769209930898
bottoms_water_massfrac,0.9997296530596739,0.000920632560810849,0.001459787154563538
condenser_duty_kW,0.9911731770573605,55.01830175227281,71.13708715206023
reboiler_duty_kW,0.991389846119233,53.4830145086205,69.3436963889999
